,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"La musica non c'è",Coez,1231268,https://open.spotify.com/track/5IKWRPO5NGaeNIXF4rkbfZ
2,"Favorisca i sentimenti",J-AX,1151326,https://open.spotify.com/track/6T7auXdjnEFnifaWc796YQ
3,PERDONAMI,Salmo,978040,https://open.spotify.com/track/7kK2m2KDEL0W8oFq6fuOcf
4,"Irraggiungibile (feat. Federica Carta)",Shade,977271,https://open.spotify.com/track/03PDOt4cRKQgpYfA9I9wnC
5,Havana,"Camila Cabello",797091,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
6,rockstar,"Post Malone",778114,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
7,Perfect,"Ed Sheeran",731950,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
8,"Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran",706414,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
9,"Giovane Fuoriclasse","Capo Plaza",644013,https://open.spotify.com/track/4f7xpneUOcob0RoRyae6ax
10,"All I Want for Christmas Is You","Mariah Carey",641743,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
11,Chosen,Måneskin,620049,https://open.spotify.com/track/2lDgdWIGLYuk74pDeRPgPF
12,"What Lovers Do (feat. SZA)","Maroon 5",618785,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k
13,"Sconosciuti da una vita",J-AX,605677,https://open.spotify.com/track/2x82H3RSJRRQKZDMFlIpG3
14,"La legge del più forte",Tedua,604229,https://open.spotify.com/track/31ZxBLg6StdqVkvNAZ1eRu
15,"Me Rehúso","Danny Ocean",586795,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl
16,"Dusk Till Dawn - Radio Edit",ZAYN,584398,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
17,Habibi,Ghali,578908,https://open.spotify.com/track/1lwpe8mLgHhytakM7m6R3W
18,"New Rules","Dua Lipa",552258,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
19,"L'amore è","Enrico Nigiotti",550465,https://open.spotify.com/track/0iOHkI1AyDXfDeoXEFaP2e
20,"Le luci della città",Coez,527678,https://open.spotify.com/track/7lA4RALtzRl7IrqSVm96AY
21,"Échame La Culpa","Luis Fonsi",522100,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
22,Trapano,MadMan,519332,https://open.spotify.com/track/64kdCC2kt1EhlePTTWe70B
23,Poetica,"Cesare Cremonini",485121,https://open.spotify.com/track/6m7ia7vhUezCfa1xWusWSF
24,"Faccio un casino",Coez,477008,https://open.spotify.com/track/7uVq49zkZEC4hI0v2exJv8
25,Wolves,"Selena Gomez",453935,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
26,"Last Christmas",Wham!,453345,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78
27,"Too Good At Goodbyes","Sam Smith",449576,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
28,"RAP (feat. Izi)","Charlie Charles",437619,https://open.spotify.com/track/0Zs06SptpZ4B56rkvEy25X
29,"Let You Down",NF,432306,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
30,"Ti Fa Stare Bene",Caparezza,429190,https://open.spotify.com/track/4nnu4hEwa5oejaEMpizXxY
31,"Stavo Pensando A Te","Fabri Fibra",428291,https://open.spotify.com/track/6cjyaU5VscMdHi69q2w5Fo
32,"More Than You Know","Axwell /\ Ingrosso",423422,https://open.spotify.com/track/3PEgB3fkiojxms35ntsTgs
33,"6 A.M. (feat. Guè Pequeno, Izi)","Night Skinny",420728,https://open.spotify.com/track/3LiceACnr4J5R6BHVJFpka
34,"Shape of You","Ed Sheeran",418747,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
35,"El Party","Jake La Furia",418606,https://open.spotify.com/track/5xyExId5XWZplBvjmbIuy6
36,"Come neve",Giorgia,416083,https://open.spotify.com/track/7flx8835YXeRbhFBGaZ42g
37,Magicabula,"JUNIOR CALLY",414518,https://open.spotify.com/track/0wBlRxVSWAPgezz4ZYDrGT
38,"Pezzi (feat. Guè Pequeno, Rkomi)","Night Skinny",401362,https://open.spotify.com/track/35d9hbSsVSp71DECLUSg9V
39,"Tran Tran","Sfera Ebbasta",395222,https://open.spotify.com/track/1S2VLr8j9KVbroLn76RF4i
40,"Gucci Gang","Lil Pump",393759,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc
41,"Something Just Like This","The Chainsmokers",388376,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
42,"Fino all'imbrunire",Negramaro,386040,https://open.spotify.com/track/6CpNFssMc4OOKJ1mXlXD0o
43,Thunder,"Imagine Dragons",384956,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
44,"Milano Bachata",Rkomi,384786,https://open.spotify.com/track/0obKdyLE89Hrry8slkX9Ey
45,"Mi Gente","J Balvin",382740,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8
46,"Whatever It Takes","Imagine Dragons",373366,https://open.spotify.com/track/4IWAyPf1KMq7JCyGeCjTeH
47,"Oh, Vita!",Jovanotti,373340,https://open.spotify.com/track/4s5lq4IBuuudq67hg8TVtc
48,"Leave a Light On","Tom Walker",359260,https://open.spotify.com/track/6lOWoTqVnAWXchddtTH31W
49,"Katchi - Ofenbach vs. Nick Waterhouse",Ofenbach,355499,https://open.spotify.com/track/2NF8A7C6tICScdRaZ0BrEe
50,"It's Beginning to Look a Lot like Christmas","Michael Bublé",346811,https://open.spotify.com/track/0lLdorYw7lVrJydTINhWdI
51,"Michael J. Fox (feat. Tedua)","Night Skinny",319942,https://open.spotify.com/track/7xT0HAYOAuHcvat9doKoAm
52,Linda,"Emis Killa",312036,https://open.spotify.com/track/7hH6PsrlKQdNlvESUYKz79
53,"How Long","Charlie Puth",311099,https://open.spotify.com/track/32DGGj6KlNuBr6WaqRxpxi
54,"What About Us",P!nk,309186,https://open.spotify.com/track/0Qh38w01QRXK6KHIv0e3hb
55,"Without You (feat. Sandro Cavazza)",Avicii,293012,https://open.spotify.com/track/6WbADFqMvR8N5u0BvtsWQE
56,"Senza Pagare VS T-Pain (feat. T-Pain)",J-AX,291029,https://open.spotify.com/track/0YOUE1TlkgSbkNvWkZkEVp
57,Nevermind,"Dennis Lloyd",290157,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
58,"Santa Tell Me","Ariana Grande",288259,https://open.spotify.com/track/1ADjWm8QNhgNV8yCNNgQ1T
59,"Allenamento #2","Capo Plaza",280382,https://open.spotify.com/track/1FDtcvnTZvbwMFxn5SRFHN
60,"Guarda come flexo",MamboLosco,278659,https://open.spotify.com/track/7pNSr2gQMVghpTcZvQUroa
61,"Veleno 6",MadMan,277670,https://open.spotify.com/track/7GfXjqXD9aBvDoBdZ7EwPH
62,"Lonely Together (feat. Rita Ora)",Avicii,273443,https://open.spotify.com/track/2OALaHcDdKkjYEpAr0Qzab
63,"Io non abito al mare","Francesca Michielin",271749,https://open.spotify.com/track/2o3SSTS3FoZ5m8HCVvBca7
64,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",270187,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
65,"Glorious (feat. Skylar Grey)",Macklemore,269718,https://open.spotify.com/track/0CokSRCu5hZgPxcZBaEzVE
66,"No Vacancy (feat. Amir)",OneRepublic,269368,https://open.spotify.com/track/1SBj3BmNJ5SNCoC0VtlR9Z
67,"Oro E Argento",Gemitaiz,263023,https://open.spotify.com/track/4k6PNRmrzBRezOB32uvuaC
68,OK,"Robin Schulz",261180,https://open.spotify.com/track/3bWAqKDWg6u1davspr5IkS
69,"There's Nothing Holdin' Me Back","Shawn Mendes",257388,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu
70,"Direzione la vita",Annalisa,256753,https://open.spotify.com/track/1SgwA12Er401xP3Uf7rKJ2
71,"Friends (with BloodPop®)","Justin Bieber",255425,https://open.spotify.com/track/7nZmah2llfvLDiUjm0kiyz
72,"E yo mamma",Coez,255072,https://open.spotify.com/track/4zdfvfCudMSDKY9kjQbhj8
