,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"La musica non c'è",Coez,1128411,https://open.spotify.com/track/7MMJa7cjMadOSR6CFWvB1x
2,"Irraggiungibile (feat. Federica Carta)",Shade,968275,https://open.spotify.com/track/03PDOt4cRKQgpYfA9I9wnC
3,Perfect,"Ed Sheeran",898733,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
4,Chosen,Måneskin,798908,https://open.spotify.com/track/2lDgdWIGLYuk74pDeRPgPF
5,"All I Want for Christmas Is You","Mariah Carey",797993,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
6,Havana,"Camila Cabello",797181,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
7,rockstar,"Post Malone",748048,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
8,PERDONAMI,Salmo,713293,https://open.spotify.com/track/7kK2m2KDEL0W8oFq6fuOcf
9,"Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran",665279,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
10,"River (feat. Ed Sheeran)",Eminem,642666,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD
11,"L'amore è","Enrico Nigiotti",638061,https://open.spotify.com/track/0iOHkI1AyDXfDeoXEFaP2e
12,"Last Christmas",Wham!,611246,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78
13,"Sconosciuti da una vita",J-AX,599849,https://open.spotify.com/track/2x82H3RSJRRQKZDMFlIpG3
14,"Perfect Symphony (Ed Sheeran & Andrea Bocelli)","Ed Sheeran",582676,https://open.spotify.com/track/3zl7j5ua8mF4JDYuxrfo01
15,"Giovane Fuoriclasse","Capo Plaza",577642,https://open.spotify.com/track/4f7xpneUOcob0RoRyae6ax
16,"Échame La Culpa","Luis Fonsi",562496,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
17,"What Lovers Do (feat. SZA)","Maroon 5",555240,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k
18,Habibi,Ghali,551091,https://open.spotify.com/track/1lwpe8mLgHhytakM7m6R3W
19,Fuori,Gemitaiz,545095,https://open.spotify.com/track/2TgKrHaHbkAV8EGJWH4zJM
20,"Me Rehúso","Danny Ocean",543782,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl
21,"New Rules","Dua Lipa",518133,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
22,"Dusk Till Dawn - Radio Edit",ZAYN,494429,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
23,"Leave a Light On","Tom Walker",480040,https://open.spotify.com/track/6lOWoTqVnAWXchddtTH31W
24,"Shape of You","Ed Sheeran",474066,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
25,"Whatever It Takes","Imagine Dragons",471698,https://open.spotify.com/track/4IWAyPf1KMq7JCyGeCjTeH
26,"Le luci della città",Coez,469302,https://open.spotify.com/track/381VH1JFj9q08V1OMlPU5m
27,Orgasmo,"Calcutta ",468362,https://open.spotify.com/track/5G22c0zkJae5EzQRyx3blf
28,"La legge del più forte",Tedua,447743,https://open.spotify.com/track/31ZxBLg6StdqVkvNAZ1eRu
29,"Favorisca i sentimenti",J-AX,438220,https://open.spotify.com/track/6T7auXdjnEFnifaWc796YQ
30,Poetica,"Cesare Cremonini",418306,https://open.spotify.com/track/6m7ia7vhUezCfa1xWusWSF
31,"Faccio un casino",Coez,413346,https://open.spotify.com/track/6qNXkVk19OYLu4CoqjDfZ0
32,"Come neve",Giorgia,408548,https://open.spotify.com/track/7flx8835YXeRbhFBGaZ42g
33,"Stavo Pensando A Te","Fabri Fibra",399156,https://open.spotify.com/track/6cjyaU5VscMdHi69q2w5Fo
34,"El Party","Jake La Furia",395445,https://open.spotify.com/track/5xyExId5XWZplBvjmbIuy6
35,"Ti Fa Stare Bene",Caparezza,393819,https://open.spotify.com/track/4nnu4hEwa5oejaEMpizXxY
36,"More Than You Know","Axwell /\ Ingrosso",392599,https://open.spotify.com/track/71bBFbfn2OBK5QwUJSLS44
37,"Happy Xmas (War Is Over) - 2010 Mix","John Lennon",391973,https://open.spotify.com/track/3zJw3rugfpVrmBeDDnUYzy
38,"Something Just Like This","The Chainsmokers",391704,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
39,"Too Good At Goodbyes","Sam Smith",391082,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
40,"Tran Tran","Sfera Ebbasta",380876,https://open.spotify.com/track/1S2VLr8j9KVbroLn76RF4i
41,Nevermind,"Dennis Lloyd",380635,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
42,Wolves,"Selena Gomez",379989,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
43,"Gucci Gang","Lil Pump",376829,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc
44,Thunder,"Imagine Dragons",364059,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
45,Magicabula,"JUNIOR CALLY",357215,https://open.spotify.com/track/0wBlRxVSWAPgezz4ZYDrGT
46,"Let You Down",NF,345633,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
47,"Fino all'imbrunire",Negramaro,345255,https://open.spotify.com/track/6CpNFssMc4OOKJ1mXlXD0o
48,Trapano,MadMan,342358,https://open.spotify.com/track/64kdCC2kt1EhlePTTWe70B
49,"Jingle Bell Rock","The Vamps",340567,https://open.spotify.com/track/7hPtrGqzMOO0KMevkaQnYR
50,"Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet)","Frank Sinatra",338921,https://open.spotify.com/track/7inXu0Eaeg02VsM8kHNvzM
51,"Santa Tell Me","Ariana Grande",324380,https://open.spotify.com/track/1ADjWm8QNhgNV8yCNNgQ1T
52,"It's Beginning to Look a Lot like Christmas","Michael Bublé",323214,https://open.spotify.com/track/0lLdorYw7lVrJydTINhWdI
53,"Mi Gente","J Balvin",323000,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8
54,"Guarda come flexo",MamboLosco,318444,https://open.spotify.com/track/7pNSr2gQMVghpTcZvQUroa
