,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"La musica non c'è",Coez,1497063,https://open.spotify.com/track/5IKWRPO5NGaeNIXF4rkbfZ
2,"Giovane Fuoriclasse","Capo Plaza",990019,https://open.spotify.com/track/4f7xpneUOcob0RoRyae6ax
3,rockstar,"Post Malone",884492,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
4,"Sconosciuti da una vita",J-AX,835449,https://open.spotify.com/track/70huitTbZpfifVHwVzZdtV
5,"What Lovers Do (feat. SZA)","Maroon 5",742224,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k
6,Habibi,Ghali,735182,https://open.spotify.com/track/1lwpe8mLgHhytakM7m6R3W
7,"New Rules","Dua Lipa",717204,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
8,Havana,"Camila Cabello",697938,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
9,"Le luci della città",Coez,651383,https://open.spotify.com/track/7lA4RALtzRl7IrqSVm96AY
10,"Dusk Till Dawn - Radio Edit",ZAYN,647885,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
11,"Too Good At Goodbyes","Sam Smith",619211,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
12,"Faccio un casino",Coez,605414,https://open.spotify.com/track/7uVq49zkZEC4hI0v2exJv8
13,"Me Rehúso","Danny Ocean",588146,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl
14,Perfect,"Ed Sheeran",573518,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
15,Poetica,"Cesare Cremonini",564794,https://open.spotify.com/track/2LrSLJLhv7oATJZcuLtKt6
16,"Stavo Pensando A Te","Fabri Fibra",546715,https://open.spotify.com/track/6cjyaU5VscMdHi69q2w5Fo
17,"El Party","Jake La Furia",527115,https://open.spotify.com/track/5xyExId5XWZplBvjmbIuy6
18,"Gucci Gang","Lil Pump",510338,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc
19,"What About Us",P!nk,498760,https://open.spotify.com/track/0Qh38w01QRXK6KHIv0e3hb
20,"More Than You Know","Axwell /\ Ingrosso",492197,https://open.spotify.com/track/3PEgB3fkiojxms35ntsTgs
21,Linda,"Emis Killa",487894,https://open.spotify.com/track/7hH6PsrlKQdNlvESUYKz79
22,"Tran Tran","Sfera Ebbasta",473904,https://open.spotify.com/track/1S2VLr8j9KVbroLn76RF4i
23,"Without You (feat. Sandro Cavazza)",Avicii,469736,https://open.spotify.com/track/6WbADFqMvR8N5u0BvtsWQE
24,"Glorious (feat. Skylar Grey)",Macklemore,466311,https://open.spotify.com/track/0CokSRCu5hZgPxcZBaEzVE
25,"Ti Fa Stare Bene",Caparezza,453894,https://open.spotify.com/track/4nnu4hEwa5oejaEMpizXxY
26,Thunder,"Imagine Dragons",444546,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
27,"Senza Pagare VS T-Pain (feat. T-Pain)",J-AX,436488,https://open.spotify.com/track/0YOUE1TlkgSbkNvWkZkEVp
28,Wolves,"Selena Gomez",436039,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
29,"Friends (with BloodPop®)","Justin Bieber",426328,https://open.spotify.com/track/7nZmah2llfvLDiUjm0kiyz
30,"Oro E Argento",Gemitaiz,413619,https://open.spotify.com/track/4k6PNRmrzBRezOB32uvuaC
31,"Mi Gente","J Balvin",412911,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8
32,"Katchi - Ofenbach vs. Nick Waterhouse",Ofenbach,402588,https://open.spotify.com/track/2NF8A7C6tICScdRaZ0BrEe
33,Lamborghini,"Guè Pequeno",398731,https://open.spotify.com/track/7G8g5Zrr5rj2OoKoXGnRb1
34,"Italieno (feat. Vegas Jones)",Cromo,395834,https://open.spotify.com/track/6pBlce4wuq7xQehbnPhXTx
35,"E yo mamma",Coez,394017,https://open.spotify.com/track/4zdfvfCudMSDKY9kjQbhj8
36,"No Vacancy (feat. Amir)",OneRepublic,385449,https://open.spotify.com/track/1SBj3BmNJ5SNCoC0VtlR9Z
37,"Bene ma non benissimo",Shade,383305,https://open.spotify.com/track/7AujiK4ndTotwFOaGEjvOu
38,OK,"Robin Schulz",382912,https://open.spotify.com/track/3bWAqKDWg6u1davspr5IkS
39,"Something Just Like This","The Chainsmokers",381412,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
40,"Allenamento #2","Capo Plaza",381357,https://open.spotify.com/track/1FDtcvnTZvbwMFxn5SRFHN
41,"Happy Days",Ghali,371834,https://open.spotify.com/track/3FLp4tu69GLt0KPizUhFsU
42,"Voglio ballare con te (feat. Andrés Dvicio)","Baby K",370081,https://open.spotify.com/track/14KKXLz5WHrzGOMUNFV22H
43,Disgusting,Ernia,360520,https://open.spotify.com/track/7DBXA3QtkfRjt1ZwIn5CSm
44,Attention,"Charlie Puth",356602,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
45,"Ricchi Dentro",Ghali,355196,https://open.spotify.com/track/6QwcgyYWHB83EkUvz3XhDX
46,Silence,Marshmello,353439,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
47,Diablo,Lazza,348817,https://open.spotify.com/track/13UT4Loh4cNL2HTNssnQYL
48,"Milano Bachata",Rkomi,342204,https://open.spotify.com/track/0obKdyLE89Hrry8slkX9Ey
49,"Shape of You","Ed Sheeran",339741,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
50,Riccione,Thegiornalisti,320761,https://open.spotify.com/track/6RiprjTTheMrJ2ypJxz3H4
51,"There's Nothing Holdin' Me Back","Shawn Mendes",318581,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu
52,"How Long","Charlie Puth",306897,https://open.spotify.com/track/32DGGj6KlNuBr6WaqRxpxi
53,"Let You Down",NF,305162,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
54,"Lonely Together (feat. Rita Ora)",Avicii,302709,https://open.spotify.com/track/2OALaHcDdKkjYEpAr0Qzab
55,"Allenamento #3","Capo Plaza",284069,https://open.spotify.com/track/3BIwsQMpPhXc2FTzgiUVYn
56,"Vulcano - Radio Edit","Francesca Michielin",280819,https://open.spotify.com/track/2PgG8RBPw2dGXdtJ98cxTN
