,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,PERDONAMI,Salmo,1381633,https://open.spotify.com/track/7kK2m2KDEL0W8oFq6fuOcf
2,"La musica non c'è",Coez,1336551,https://open.spotify.com/track/5IKWRPO5NGaeNIXF4rkbfZ
3,"Favorisca i sentimenti",J-AX,1105280,https://open.spotify.com/track/6T7auXdjnEFnifaWc796YQ
4,"Irraggiungibile (feat. Federica Carta)",Shade,1036112,https://open.spotify.com/track/03PDOt4cRKQgpYfA9I9wnC
5,rockstar,"Post Malone",861747,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
6,Perfect,"Ed Sheeran",849309,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
7,Havana,"Camila Cabello",806115,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
8,"La legge del più forte",Tedua,799099,https://open.spotify.com/track/31ZxBLg6StdqVkvNAZ1eRu
9,"RAP (feat. Izi)","Charlie Charles",779204,https://open.spotify.com/track/0Zs06SptpZ4B56rkvEy25X
10,"Giovane Fuoriclasse","Capo Plaza",774733,https://open.spotify.com/track/4f7xpneUOcob0RoRyae6ax
11,"Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran",741851,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
12,"What Lovers Do (feat. SZA)","Maroon 5",693523,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k
13,"Sconosciuti da una vita",J-AX,672955,https://open.spotify.com/track/2x82H3RSJRRQKZDMFlIpG3
14,Chosen,Måneskin,671647,https://open.spotify.com/track/20Z8AmvRE42UdC3t3p9Wwg
15,Trapano,MadMan,655297,https://open.spotify.com/track/64kdCC2kt1EhlePTTWe70B
16,"New Rules","Dua Lipa",640945,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
17,Habibi,Ghali,634308,https://open.spotify.com/track/1lwpe8mLgHhytakM7m6R3W
18,"Dusk Till Dawn - Radio Edit",ZAYN,625826,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
19,"L'amore è","Enrico Nigiotti",621739,https://open.spotify.com/track/6Oek3F9bvQlGyOoExtaBNR
20,"Le luci della città",Coez,576254,https://open.spotify.com/track/7lA4RALtzRl7IrqSVm96AY
21,"Me Rehúso","Danny Ocean",569915,https://open.spotify.com/track/6De0lHrwBfPfrhorm9q1Xl
22,"Échame La Culpa","Luis Fonsi",552176,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
23,"Come neve",Giorgia,544326,https://open.spotify.com/track/7flx8835YXeRbhFBGaZ42g
24,Poetica,"Cesare Cremonini",540091,https://open.spotify.com/track/6m7ia7vhUezCfa1xWusWSF
25,"Faccio un casino",Coez,516272,https://open.spotify.com/track/7uVq49zkZEC4hI0v2exJv8
26,"Too Good At Goodbyes","Sam Smith",501150,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
27,Wolves,"Selena Gomez",491546,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
28,"Non sei come me","Achille Lauro",487877,https://open.spotify.com/track/7wwljVtXMpKMLIIxxHzUaq
29,"Ti Fa Stare Bene",Caparezza,487650,https://open.spotify.com/track/4nnu4hEwa5oejaEMpizXxY
30,"Stavo Pensando A Te","Fabri Fibra",481280,https://open.spotify.com/track/6cjyaU5VscMdHi69q2w5Fo
31,"Oh, Vita!",Jovanotti,474514,https://open.spotify.com/track/4s5lq4IBuuudq67hg8TVtc
32,"Buio Omega",Nitro,462330,https://open.spotify.com/track/14MtHG9frDDCwM6RTjvjCt
33,"More Than You Know","Axwell /\ Ingrosso",457941,https://open.spotify.com/track/3PEgB3fkiojxms35ntsTgs
34,"Let You Down",NF,452261,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
35,"Gucci Gang","Lil Pump",449220,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc
36,Magicabula,"JUNIOR CALLY",446139,https://open.spotify.com/track/0wBlRxVSWAPgezz4ZYDrGT
37,"Milano Bachata",Rkomi,446130,https://open.spotify.com/track/0obKdyLE89Hrry8slkX9Ey
38,"El Party","Jake La Furia",445433,https://open.spotify.com/track/5xyExId5XWZplBvjmbIuy6
39,"Fino all'imbrunire",Negramaro,441154,https://open.spotify.com/track/6CpNFssMc4OOKJ1mXlXD0o
40,"All I Want for Christmas Is You","Mariah Carey",434096,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
41,"Tran Tran","Sfera Ebbasta",429230,https://open.spotify.com/track/1S2VLr8j9KVbroLn76RF4i
42,"Katchi - Ofenbach vs. Nick Waterhouse",Ofenbach,412685,https://open.spotify.com/track/2NF8A7C6tICScdRaZ0BrEe
43,"Mi Gente","J Balvin",402328,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8
44,Thunder,"Imagine Dragons",395765,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
45,"Shape of You","Ed Sheeran",389765,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
46,Linda,"Emis Killa",383032,https://open.spotify.com/track/7hH6PsrlKQdNlvESUYKz79
47,"What About Us",P!nk,382376,https://open.spotify.com/track/0Qh38w01QRXK6KHIv0e3hb
48,"Glorious (feat. Skylar Grey)",Macklemore,381380,https://open.spotify.com/track/0CokSRCu5hZgPxcZBaEzVE
49,"How Long","Charlie Puth",379661,https://open.spotify.com/track/32DGGj6KlNuBr6WaqRxpxi
50,Nevermind,"Dennis Lloyd",356439,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
51,"Something Just Like This","The Chainsmokers",355425,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
52,"Without You (feat. Sandro Cavazza)",Avicii,337010,https://open.spotify.com/track/6WbADFqMvR8N5u0BvtsWQE
53,"Lonely Together (feat. Rita Ora)",Avicii,332075,https://open.spotify.com/track/2OALaHcDdKkjYEpAr0Qzab
54,"Oro E Argento",Gemitaiz,326951,https://open.spotify.com/track/4k6PNRmrzBRezOB32uvuaC
55,"Friends (with BloodPop®)","Justin Bieber",320144,https://open.spotify.com/track/7nZmah2llfvLDiUjm0kiyz
56,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",311747,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
57,"No Vacancy (feat. Amir)",OneRepublic,308935,https://open.spotify.com/track/1SBj3BmNJ5SNCoC0VtlR9Z
58,"Chiaro Di Luna",Jovanotti,307496,https://open.spotify.com/track/1qBNcwRLUqNyWZhHMzZj4p
59,"Whatever It Takes","Imagine Dragons",307290,https://open.spotify.com/track/4IWAyPf1KMq7JCyGeCjTeH
60,"Allenamento #2","Capo Plaza",303797,https://open.spotify.com/track/1FDtcvnTZvbwMFxn5SRFHN
61,"Veleno 6",MadMan,302470,https://open.spotify.com/track/7GfXjqXD9aBvDoBdZ7EwPH
62,"Senza Pagare VS T-Pain (feat. T-Pain)",J-AX,301644,https://open.spotify.com/track/0YOUE1TlkgSbkNvWkZkEVp
63,Diablo,Lazza,298474,https://open.spotify.com/track/13UT4Loh4cNL2HTNssnQYL
64,Lamborghini,"Guè Pequeno",298447,https://open.spotify.com/track/7G8g5Zrr5rj2OoKoXGnRb1
65,"Leave a Light On","Tom Walker",298003,https://open.spotify.com/track/6lOWoTqVnAWXchddtTH31W
66,"E yo mamma",Coez,292192,https://open.spotify.com/track/4zdfvfCudMSDKY9kjQbhj8
67,"Last Christmas",Wham!,285527,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78
68,"Bene ma non benissimo",Shade,276360,https://open.spotify.com/track/7AujiK4ndTotwFOaGEjvOu
69,Silence,Marshmello,274783,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
70,OK,"Robin Schulz",270056,https://open.spotify.com/track/3bWAqKDWg6u1davspr5IkS
71,"Liam Gallagher",Rkomi,269235,https://open.spotify.com/track/4rXUu4P75gVvPlt2vu6VhW
72,"Guarda come flexo",MamboLosco,269191,https://open.spotify.com/track/7pNSr2gQMVghpTcZvQUroa
73,"Happy Days",Ghali,268090,https://open.spotify.com/track/3FLp4tu69GLt0KPizUhFsU
74,"Direzione la vita",Annalisa,262334,https://open.spotify.com/track/1SgwA12Er401xP3Uf7rKJ2
75,"There's Nothing Holdin' Me Back","Shawn Mendes",261664,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu
76,Occupato,DrefGold,261393,https://open.spotify.com/track/4DODnpnNZMZD1jR6NvyPuc
77,Stargazing,Kygo,259775,https://open.spotify.com/track/0Zbbxnx4SGGHoIow4PpISP
78,"Italieno (feat. Vegas Jones)",Cromo,259242,https://open.spotify.com/track/6pBlce4wuq7xQehbnPhXTx
79,1-800-273-8255,Logic,257431,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
80,Attention,"Charlie Puth",253785,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
81,"Ricchi Dentro",Ghali,252868,https://open.spotify.com/track/6QwcgyYWHB83EkUvz3XhDX
82,"Sempre In Due","Carl Brave x Franco126",251809,https://open.spotify.com/track/74Ob1Kz1zv2q2l1yQtLWbB
83,"Yankee Candle","Vegas Jones",248505,https://open.spotify.com/track/0XEi8v2VUk6BCAiPZQXdeL
84,"Wasabi 2.0",Tedua,240750,https://open.spotify.com/track/7KFV8DknfdYkdCNuAAChoc
85,"Galway Girl","Ed Sheeran",240124,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve
86,"XO Tour Llif3","Lil Uzi Vert",235388,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
87,"Io non abito al mare","Francesca Michielin",233531,https://open.spotify.com/track/2o3SSTS3FoZ5m8HCVvBca7
88,"Voglio ballare con te (feat. Andrés Dvicio)","Baby K",233094,https://open.spotify.com/track/14KKXLz5WHrzGOMUNFV22H
89,"Allenamento #3","Capo Plaza",225171,https://open.spotify.com/track/3BIwsQMpPhXc2FTzgiUVYn
90,Criminal,"Natti Natasha",221755,https://open.spotify.com/track/6Za3190Sbw39BBC77WSS1C
91,Disgusting,Ernia,210792,https://open.spotify.com/track/7DBXA3QtkfRjt1ZwIn5CSm
92,"I Miss You (feat. Julia Michaels)","Clean Bandit",207103,https://open.spotify.com/track/2xmrfQpmS2iJExTlklLoAL
93,Barceloneta,"Carl Brave x Franco126",203222,https://open.spotify.com/track/0u2lwk6RfJc54s8lpkkin4
94,"The Story","Samuel Storm",202222,https://open.spotify.com/track/34bjKeLrhIBj0bhZLy81o1
95,"It's Beginning to Look a Lot like Christmas","Michael Bublé",201682,https://open.spotify.com/track/0lLdorYw7lVrJydTINhWdI
96,"Symphony (feat. Zara Larsson)","Clean Bandit",201040,https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8
97,Dende,Ghali,199990,https://open.spotify.com/track/0GaWvzS26hjyY3HGwjJ9YW
98,Riccione,Thegiornalisti,199886,https://open.spotify.com/track/6RiprjTTheMrJ2ypJxz3H4
99,"Wild Bandana (feat. Tedua & Vaz Tè)",Izi,199852,https://open.spotify.com/track/4I0zrlR1lT6aHYiu79MzWy
100,Argentario,"Carl Brave x Franco126",199647,https://open.spotify.com/track/2Cc5wNwthkNuD1Q74yd5Ue
101,Chic,Izi,199630,https://open.spotify.com/track/7jUJ2RmT4PFHHq4goMWqm3
102,"Visiera A Becco","Sfera Ebbasta",196955,https://open.spotify.com/track/0nB7VgMGBTeOIO6LXwOvEJ
103,"Gameboy Color - prod. tha Supreme","Dani Faiv",194729,https://open.spotify.com/track/7lDllG1q7jDAInBKx0wpKw
104,"Mai Più",Rkomi,192115,https://open.spotify.com/track/3EWFtnU7KrMXpjdROqTh7N
105,"Ninna Nanna",Ghali,191131,https://open.spotify.com/track/3mUTbkV7xoVpoc4BWrGtlG
106,"Man's Not Hot","Big Shaq",189556,https://open.spotify.com/track/2nUJvBO87SkxCViQsLc9Zr
107,Apnea,Rkomi,188873,https://open.spotify.com/track/6NbH3AkTe4QDZLCNGE5eDW
108,"She's On My Mind","JP Cooper",185287,https://open.spotify.com/track/1t0UbGPCjGpLeH7KiLBuBv
109,Believer,"Imagine Dragons",184796,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6
110,"Candy Paint","Post Malone",180484,https://open.spotify.com/track/42CeaId2XNlxugDvyqHfDf
111,Milionario,"Guè Pequeno",175406,https://open.spotify.com/track/1N0Gb7lGD5UNOU4QF7cfYC
112,"So Far Away (feat. Jamie Scott & Romy Dya)","Martin Garrix",175171,https://open.spotify.com/track/0OlnLZY4cmQzT6ZGttvWBM
113,"Se Preparó",Ozuna,174476,https://open.spotify.com/track/1m69ELEgE6k5ZWsap40ozt
114,Pamplona,"Fabri Fibra",171642,https://open.spotify.com/track/3H452nrW7GsaU01lpfrQTf
115,"Felices los 4",Maluma,170623,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn
116,Lingerie,Tedua,170241,https://open.spotify.com/track/4INw5bY2hmzLmvrZ4eYXY8
117,Sbagliato,Jovanotti,170010,https://open.spotify.com/track/7vwDZzbYSclDVU2ByaiqNk
118,Anywhere,"Rita Ora",168189,https://open.spotify.com/track/7EI6Iki24tBHAMxtb4xQN2
119,Relaxxx,"Guè Pequeno",167948,https://open.spotify.com/track/7qfDIz7kUdP7fyUdVoUCx1
120,"Vulcano - Radio Edit","Francesca Michielin",167588,https://open.spotify.com/track/2PgG8RBPw2dGXdtJ98cxTN
121,Trankilo,"Vegas Jones",163778,https://open.spotify.com/track/4hwwDxMDxwNbCyUJuI5sLa
122,"Le parole che non dico mai","Rita Bellanza",163640,https://open.spotify.com/track/1eqGGivdGs3k9lWvPShwXn
123,Nisida,"Capo Plaza",163415,https://open.spotify.com/track/2bEzFrrZO5MMBjenGHxZYX
124,"Swalla (feat. Nicki Minaj & Ty Dolla $ign)","Jason Derulo",163363,https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF
125,"Rockabye (feat. Sean Paul & Anne-Marie)","Clean Bandit",162413,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW
126,"Paura Di Niente",Jovanotti,160910,https://open.spotify.com/track/1bxMc3P0uNoSZhdpEdCzHx
127,"Se parlassero di noi",RIKI,160860,https://open.spotify.com/track/0sykCAvOXBNOBWWQLAzSUB
128,Origami,Rkomi,159670,https://open.spotify.com/track/2Kza566AoQVXUCzv7l8sbZ
129,"Bolla Papale Freestyle",MadMan,157617,https://open.spotify.com/track/5wAArpW8e8QelgrJ8QyY3E
130,"A Different Way (with Lauv)","DJ Snake",155138,https://open.spotify.com/track/0Wv5wuenRLI3BcwgT3HPIP
131,"Despacito (Featuring Daddy Yankee)","Luis Fonsi",154909,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2
132,"Too Much To Ask","Niall Horan",152082,https://open.spotify.com/track/4v094LQ9eF10k2O2Te2ngK
133,Ulalala,"Achille Lauro",151993,https://open.spotify.com/track/2NTxalkIR7Yz1nl5iIFWAz
134,"Walk On Water (feat. Beyoncé)",Eminem,151255,https://open.spotify.com/track/5b2QnYcT9rQIkhRWt4HztQ
135,"I Fall Apart","Post Malone",151231,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
136,Notti,"Sfera Ebbasta",149013,https://open.spotify.com/track/7yAiocKxHuo27L68vvQDPn
137,Congratulations,"Post Malone",148463,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
138,"It Ain't Me (with Selena Gomez)",Kygo,148416,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe
139,Sensualidad,"Bad Bunny",146785,https://open.spotify.com/track/5hcisvFMidkMJlElTO9Qmw
140,"Reggaetón Lento (Bailemos)",CNCO,146448,https://open.spotify.com/track/3AEZUABDXNtecAOSC1qTfo
141,"4:20 (feat. Gemitaiz & Madman)",Ensi,145978,https://open.spotify.com/track/0si5nZXflDcqOPradvvHCa
142,Mama,"Jonas Blue",145512,https://open.spotify.com/track/0NiXXAI876aGImAd6rTj8w
143,goosebumps,"Travis Scott",145034,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
144,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris",144906,https://open.spotify.com/track/5bcTCxgc7xVfSaMV3RuVke
145,Downtown,Anitta,144835,https://open.spotify.com/track/3Ga6eKrUFf12ouh9Yw3v2D
146,"No Stuntman",Giaime,144605,https://open.spotify.com/track/6FIVfEqpNWE6mYvNdtNlRr
147,"Una Lady Como Tú","Manuel Turizo",144004,https://open.spotify.com/track/7MHN1aCFtLXjownGhvEQlF
148,"Le Canzoni",Jovanotti,143576,https://open.spotify.com/track/6i6pQ4piEUaQBXrYFQh5dL
149,"Your Song","Rita Ora",143300,https://open.spotify.com/track/4c2W3VKsOFoIg2SFaO6DY5
150,"All Falls Down (feat. Juliander)","Alan Walker",143130,https://open.spotify.com/track/5yFSF6qQA1rcLsQRnBsZgb
151,"Bank Account","21 Savage",142315,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
152,Mayores,"Becky G",141998,https://open.spotify.com/track/7JNh1cfm0eXjqFVOzKLyau
153,"Him & I",G-Eazy,141868,https://open.spotify.com/track/3YU6vJbjYUG0tiJyXf9x5V
154,Bimbi,"Charlie Charles",141674,https://open.spotify.com/track/7uPI3Q0Ke3Thl0z1xzvXFn
155,"Miss You","Louis Tomlinson",140730,https://open.spotify.com/track/3zxrecYFao03IrrcyFiaMU
156,Ciao,Coez,140518,https://open.spotify.com/track/7f1Ij1K0bsyYUN7AVKY4Mg
157,Unforgettable,"French Montana",140220,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
158,"Estate dimmerda",Salmo,139735,https://open.spotify.com/track/5obhTUmmNGVDIVnvudBHaU
159,"Un temporale - Live",Måneskin,139700,https://open.spotify.com/track/3cvBqeLBXUfurspl9tDW4z
160,"Ogni Istante",Elisa,138248,https://open.spotify.com/track/1H2t5lRdqNh1IckzyVkYRf
161,"I grandi non piangono mai",Mr.Rain,138010,https://open.spotify.com/track/3OAViknUxfaGmBbGJet8jG
162,Lario,Lazza,137950,https://open.spotify.com/track/0Rgi733bscb4I8FLsat1yQ
163,"Viva La Libertà",Jovanotti,135833,https://open.spotify.com/track/4FuOg3u4OOcXIgT4URaBXi
164,"Havana - Remix","Camila Cabello",135485,https://open.spotify.com/track/3whrwq4DtvucphBPUogRuJ
165,"In Italia",Jovanotti,135348,https://open.spotify.com/track/5cA124l9TJjKuJ3Lxe2jCF
166,"I Like Me Better",Lauv,134958,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9
167,"Ragazzini Per Strada",Jovanotti,134824,https://open.spotify.com/track/1zmnYj2NXPMySmFCn5Ugqg
168,"2U (feat. Justin Bieber)","David Guetta",134097,https://open.spotify.com/track/3A7qX2QjDlPnazUsRk5y0M
169,"Happy Xmas (War Is Over) - 2010 Mix","John Lennon",133714,https://open.spotify.com/track/3zJw3rugfpVrmBeDDnUYzy
170,"Beggin' - Live",Måneskin,133572,https://open.spotify.com/track/2ixag7uEEQVSR85FO2V0EP
171,"Figli Di Papà","Sfera Ebbasta",133346,https://open.spotify.com/track/0X9tZPTijGk3YfqFK6Jbal
172,Limits,"Gabriele Esposito",132954,https://open.spotify.com/track/73vYeFLjilQp38nVeUH7rY
173,Photograph,"Ed Sheeran",132753,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
174,"Sorry Not Sorry","Demi Lovato",131657,https://open.spotify.com/track/3m660poUr1chesgkkjQM7P
175,Guersace,"Guè Pequeno",130443,https://open.spotify.com/track/2fmhZBTEAcqSusU90QK9nb
176,"Look At Me!",XXXTENTACION,129675,https://open.spotify.com/track/6eYxmK9fdL4hwLnXG2zY3s
177,"Scelgo ancora te",Giorgia,128995,https://open.spotify.com/track/2TiU6Vb7nae8DUnXUKj6SK
178,"Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet)","Frank Sinatra",128988,https://open.spotify.com/track/7inXu0Eaeg02VsM8kHNvzM
179,"Come Nelle Favole","Vasco Rossi",128344,https://open.spotify.com/track/71LtXfhnWA7kR8Ntk1VE8R
180,Bonita,"J Balvin",128294,https://open.spotify.com/track/693iqPOQvhI7PobtR8CC8v
