,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Vai malandra (feat. Tropkillaz & DJ Yuri Martins)",Anitta,7324508,https://open.spotify.com/track/6u0EAxf1OJTLS7CvInuNd7
2,"Agora Vai Sentar","MC's Jhowzinho & Kadinho",3264965,https://open.spotify.com/track/0pDaqgIForVNO4jrtTxcWT
3,Downtown,Anitta,3139316,https://open.spotify.com/track/3Ga6eKrUFf12ouh9Yw3v2D
4,"Amar Amei","Mc Don Juan",2883304,https://open.spotify.com/track/1kNVJQEkobOlyfbctPZ4fs
5,"Deixa Ela Beijar","Matheus & Kauan",2654291,https://open.spotify.com/track/7q5agbUOzZnVF4Yes3AD7I
6,Rabiola,"MC Kevinho",2648786,https://open.spotify.com/track/228vRHzGfQh47EfLjuY1Yr
7,"Permanecer (feat. MC G15)","Lucas Lucco",2399311,https://open.spotify.com/track/3sIMCkwUZbQbWeNOTG3ET4
8,"Ar-Condicionado No 15 - Ao Vivo","Wesley Safadão",2375575,https://open.spotify.com/track/5ac0YTpOaDX9wEYYyGCglL
9,"Fazer Falta","Mc Livinho",2212151,https://open.spotify.com/track/6pSYjx66rlqRmGGTHhnjCo
10,"Ritmo Mexicano","Mc Gw",2190060,https://open.spotify.com/track/6ZR7rT7vfwtY0EqyLeyAaO
11,"Regime Fechado - Ao Vivo","Simone & Simaria",2134182,https://open.spotify.com/track/6UZJOc2HBrTp9DYfir9N8n
12,"Big Jet Plane",Alok,2039526,https://open.spotify.com/track/1xd3OqTbx17HutN7RfJOTj
13,"Raspão (feat. Simone & Simaria) - Ao Vivo","Henrique & Diego",1989428,https://open.spotify.com/track/6gquljDBW7rE6mCBzmTRxo
14,Encaixa,"MC Kevinho",1961317,https://open.spotify.com/track/7yYOMPwpV5CsK0cxoAZT6B
15,Havana,"Camila Cabello",1941448,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
16,Contrato,"Jorge & Mateus",1885954,https://open.spotify.com/track/12lOxvml5EBvSCzQll7xVS
17,"Vidinha de Balada - Ao Vivo","Henrique & Juliano",1858080,https://open.spotify.com/track/2g2ZjM1GjY9Lf2Ff0L94Ul
18,"Deixe Me Ir - Acústico",1Kilo,1846633,https://open.spotify.com/track/2srL4DYBekshpbprS6H0mO
19,Abusadamente,"MC Gustta",1801312,https://open.spotify.com/track/7vgNGxchhqDQWjKjLPTPro
20,"New Rules","Dua Lipa",1773677,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
21,"Apelido Carinhoso","Gusttavo Lima",1730116,https://open.spotify.com/track/6wXYGqXCLtEHx4VDb2TPcM
22,"Sua cara (feat. Anitta & Pabllo Vittar)","Major Lazer",1723947,https://open.spotify.com/track/3ibRxEv4KkcU9e259eyNJA
23,"Azul Piscina","Mc Livinho",1686818,https://open.spotify.com/track/7ieFtgZBYSC94nGs5yF0Wk
24,"Pesadão (Participação especial Marcelo Falcão)",IZA,1651172,https://open.spotify.com/track/1BkyiAw1L0BOHYckwpRX4V
25,"Corpo Sensual (feat. Mateus Carrilho)","Pabllo Vittar",1637805,https://open.spotify.com/track/4kkQGhScJDzNIIGavQE9SN
26,"A Mala É Falsa - Ao Vivo","Felipe Araújo",1614402,https://open.spotify.com/track/6BPt2sVRvE41rUixcCAHY6
