,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Vai malandra (feat. Tropkillaz & DJ Yuri Martins)",Anitta,9437510,https://open.spotify.com/track/6u0EAxf1OJTLS7CvInuNd7
2,Downtown,Anitta,3574132,https://open.spotify.com/track/3Ga6eKrUFf12ouh9Yw3v2D
3,"Agora Vai Sentar","MC's Jhowzinho & Kadinho",3412841,https://open.spotify.com/track/0pDaqgIForVNO4jrtTxcWT
4,"Amar Amei","Mc Don Juan",3057801,https://open.spotify.com/track/1kNVJQEkobOlyfbctPZ4fs
5,"Deixa Ela Beijar","Matheus & Kauan",2702897,https://open.spotify.com/track/7q5agbUOzZnVF4Yes3AD7I
6,Rabiola,"MC Kevinho",2608575,https://open.spotify.com/track/228vRHzGfQh47EfLjuY1Yr
7,"Permanecer (feat. MC G15)","Lucas Lucco",2600137,https://open.spotify.com/track/3sIMCkwUZbQbWeNOTG3ET4
8,"Ar-Condicionado No 15 - Ao Vivo","Wesley Safadão",2317115,https://open.spotify.com/track/5ac0YTpOaDX9wEYYyGCglL
9,"Fazer Falta","Mc Livinho",2226724,https://open.spotify.com/track/6pSYjx66rlqRmGGTHhnjCo
10,"Ritmo Mexicano","Mc Gw",2207862,https://open.spotify.com/track/6ZR7rT7vfwtY0EqyLeyAaO
11,"Regime Fechado - Ao Vivo","Simone & Simaria",2170571,https://open.spotify.com/track/6UZJOc2HBrTp9DYfir9N8n
12,"Raspão (feat. Simone & Simaria) - Ao Vivo","Henrique & Diego",2121901,https://open.spotify.com/track/6gquljDBW7rE6mCBzmTRxo
13,Havana,"Camila Cabello",2079724,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
14,"Deixe Me Ir - Acústico",1Kilo,2079043,https://open.spotify.com/track/2srL4DYBekshpbprS6H0mO
15,"Big Jet Plane",Alok,2010485,https://open.spotify.com/track/1xd3OqTbx17HutN7RfJOTj
16,Contrato,"Jorge & Mateus",1936152,https://open.spotify.com/track/12lOxvml5EBvSCzQll7xVS
17,Encaixa,"MC Kevinho",1931253,https://open.spotify.com/track/7yYOMPwpV5CsK0cxoAZT6B
18,"Vidinha de Balada - Ao Vivo","Henrique & Juliano",1855659,https://open.spotify.com/track/2g2ZjM1GjY9Lf2Ff0L94Ul
19,Abusadamente,"MC Gustta",1838106,https://open.spotify.com/track/7vgNGxchhqDQWjKjLPTPro
20,"Sua cara (feat. Anitta & Pabllo Vittar)","Major Lazer",1778969,https://open.spotify.com/track/3ibRxEv4KkcU9e259eyNJA
21,"New Rules","Dua Lipa",1775358,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
22,"Pesadão (Participação especial Marcelo Falcão)",IZA,1771389,https://open.spotify.com/track/1BkyiAw1L0BOHYckwpRX4V
23,"Corpo Sensual (feat. Mateus Carrilho)","Pabllo Vittar",1695704,https://open.spotify.com/track/4kkQGhScJDzNIIGavQE9SN
24,"A Mala É Falsa - Ao Vivo","Felipe Araújo",1667945,https://open.spotify.com/track/6BPt2sVRvE41rUixcCAHY6
25,"Azul Piscina","Mc Livinho",1660964,https://open.spotify.com/track/7ieFtgZBYSC94nGs5yF0Wk
26,"Cê Acredita - Ao Vivo","João Neto & Frederico",1613380,https://open.spotify.com/track/5JZlDZzWPbrYwMHmnOQO3U
27,"Apelido Carinhoso","Gusttavo Lima",1598452,https://open.spotify.com/track/6wXYGqXCLtEHx4VDb2TPcM
28,"Quase - Ao Vivo","Cleber & Cauan",1583628,https://open.spotify.com/track/1504k2wy349EtgioaW78Ht
29,"Amor Da Sua Cama","Felipe Araújo",1573909,https://open.spotify.com/track/2cwFhwT6L2D4Olc25nhyZo
30,"Cara Bacana","MC G15",1561648,https://open.spotify.com/track/4BjPsq3MXBNo4Qxg40igEr
31,"Sorte Que Cê Beija Bem - Ao Vivo","Maiara & Maraisa",1560063,https://open.spotify.com/track/4YV827A7aWVswtyt0eWoWM
32,"Bum Bum Tam Tam","MC Fioti",1547360,https://open.spotify.com/track/4zWO4gvuFtw6EJZC5FFGlr
33,"Amante Não Tem Lar - Ao Vivo","Marília Mendonça",1541108,https://open.spotify.com/track/6P8v1a8jyfwG5kc7Si1kUp
34,rockstar,"Post Malone",1511202,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
35,"Ressaca de Saudade - Ao Vivo","Wesley Safadão",1508367,https://open.spotify.com/track/0r0U9AcE4LP0QzJQDUUlXP
36,"Troféu do Ano","Jerry Smith",1507393,https://open.spotify.com/track/7CtFr21TzdM4ntuBkwzpxg
37,"Never Let Me Go",Alok,1485099,https://open.spotify.com/track/06ZpMjkNdIDKVf3mK29UiC
38,K.O.,"Pabllo Vittar",1406661,https://open.spotify.com/track/5zSiXA70xM4kuSt6qim6jl
39,"Shape of You","Ed Sheeran",1377820,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
40,Transplante,"Marília Mendonça",1372182,https://open.spotify.com/track/6uyMtLQXZ8amkLyv5l7F7O
41,"Eu Vou Te Buscar (Cha La La La La)","Gusttavo Lima",1351194,https://open.spotify.com/track/5aLvtKo9672scTVdEwXPTg
42,Wolves,"Selena Gomez",1264503,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
43,"Era uma Vez","Kell Smith",1262872,https://open.spotify.com/track/57AmbM2loMyozAU1kjW308
44,"Mulherão da Porra","Munhoz & Mariano",1260860,https://open.spotify.com/track/26bMmC90QF0FOd1ctDnkeU
45,"Se é pra Gente Ficar (feat. Wesley Safadão)","Solange Almeida",1242329,https://open.spotify.com/track/6X5jBkAFu7HE3jigdoVW3r
46,"Échame La Culpa","Luis Fonsi",1232236,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
47,"Hear Me Now",Alok,1177853,https://open.spotify.com/track/1a5Yu5L18qNxVhXx38njON
48,"De Copo Em Copo - Ao Vivo","George Henrique & Rodrigo",1171840,https://open.spotify.com/track/1wgD52FywIwdnLdV2Fa8NK
49,"Fica - Bonus Track",ANAVITÓRIA,1136009,https://open.spotify.com/track/1qDZnViQgUItsMpWLVwfGb
50,"Escalada pra Jogar","Henrique & Diego",1093206,https://open.spotify.com/track/1m1vw2OQTYHt9AukcIPs8x
51,"Medida Certa","Jorge & Mateus",1064646,https://open.spotify.com/track/44mr3ypWNHa0inr3heiOb2
52,"What Lovers Do (feat. SZA)","Maroon 5",1054265,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k
53,"Is That for Me",Alesso,1050221,https://open.spotify.com/track/2KwojFDebQV4J2b0JMRR5Q
54,"Te Assumi Pro Brasil - Ao Vivo","Matheus & Kauan",1016597,https://open.spotify.com/track/2d3TbSkAscvT3QRQalq6uT
55,"De Trás Pra Frente - Ao Vivo","Henrique & Juliano",980119,https://open.spotify.com/track/2x67AU9q3lf7cfPSzxCDsL
56,"Avisa Que Eu Cheguei - Ao Vivo","Naiara Azevedo",953963,https://open.spotify.com/track/39vJqbfolMyPJtJuyoj1EM
57,"Olha a Explosão","MC Kevinho",950260,https://open.spotify.com/track/6m2LNopVJKsvBB9l7Z1rwn
58,"De Quem É a Culpa? - Ao Vivo","Marília Mendonça",938550,https://open.spotify.com/track/4YhPcVIxIAJrLhFVPGbJkE
59,"Você Não Vale Nada","Zé Felipe",935789,https://open.spotify.com/track/6EFIK4B0jrvLO096QYEhnX
60,"Pode Se Soltar","Jerry Smith",906810,https://open.spotify.com/track/2mL3B5GilTm4dUT6P8LVpd
61,"Nessas Horas - Ao Vivo","Matheus & Kauan",905465,https://open.spotify.com/track/5LVWGCl4mjGFXDIvQbOGvr
62,"Vai Embrazando","Mc Zaac",901802,https://open.spotify.com/track/1zhfU6YXa2pXUAQdG1NvBZ
63,"Na Conta Da Loucura - Ao Vivo","Bruno & Marrone",896250,https://open.spotify.com/track/1hnGRSqLdeLB7x7kdDuizq
64,Paradinha,Anitta,893359,https://open.spotify.com/track/05rJdH2MRLJ3sQoEUO78qs
65,"Ninguém É de Ferro","Wesley Safadão",889886,https://open.spotify.com/track/1e315r3zQjsng2z952ePQ1
66,"Paredes - Ao Vivo","Jorge & Mateus",883945,https://open.spotify.com/track/2GfxgssRHvY1azHtaRqKoK
67,"Tic Tac (feat. MC Lan)","Lucas Lucco",880440,https://open.spotify.com/track/3SdYnX1212sx5X0N4Lj3Vb
68,"4 da manhã",UM44K,876561,https://open.spotify.com/track/5xVJU6DJHnmHnbbKS56yCC
69,"Esqueci Como Namora (feat. Maiara & Maraisa)","Nego do Borel",863719,https://open.spotify.com/track/6zZw7RPIs3IxDghP4UvWcY
70,"Acordando o Prédio","Luan Santana",863698,https://open.spotify.com/track/40bK2uosUmAS92c17n98xd
71,"Dona Maria","Thiago Brava",861386,https://open.spotify.com/track/0dGqIEsFN3KakdPCMkgjre
72,"Cheguei Pra Te Amar","Ivete Sangalo",849854,https://open.spotify.com/track/0PTKuTbIRUkwfdv4FRpiC8
73,Linda,Projota,839563,https://open.spotify.com/track/7vxMtIwEn1bUKTqPKEMzJJ
74,"O Grave Bater","MC Kevinho",817397,https://open.spotify.com/track/1bUazU9SSOh02AdlOPeTvm
75,"Coladinha em Mim - Ao Vivo","Gustavo Mioto",814752,https://open.spotify.com/track/4JPSfCXQe6kDliMIJTqISW
76,"Mi Gente","J Balvin",807579,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8
77,"Se Eu Tiver Solteiro","Mc Don Juan",798043,https://open.spotify.com/track/4KXdwfri1NIQCImLQr3Wli
78,"Rapariga Não - Ao Vivo","João Neto & Frederico",778924,https://open.spotify.com/track/0ihMkv4Usn03EEEF8Rlw22
79,"Como Faz Com Ela - Ao Vivo","Marília Mendonça",766289,https://open.spotify.com/track/2Gvn46nwyQhUnQiFhlP7WX
