,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Downtown,Anitta,4264005,https://open.spotify.com/track/3Ga6eKrUFf12ouh9Yw3v2D
2,"Agora Vai Sentar","MC's Jhowzinho & Kadinho",2757828,https://open.spotify.com/track/0pDaqgIForVNO4jrtTxcWT
3,"Amar Amei","Mc Don Juan",2675213,https://open.spotify.com/track/1kNVJQEkobOlyfbctPZ4fs
4,"Deixa Ela Beijar","Matheus & Kauan",2455534,https://open.spotify.com/track/7q5agbUOzZnVF4Yes3AD7I
5,"Permanecer (feat. MC G15)","Lucas Lucco",2392703,https://open.spotify.com/track/3sIMCkwUZbQbWeNOTG3ET4
6,Havana,"Camila Cabello",2264374,https://open.spotify.com/track/0ofbQMrRDsUaVKq2mGLEAb
7,"New Rules","Dua Lipa",2107832,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
8,"Deixe Me Ir - Acústico",1Kilo,2014017,https://open.spotify.com/track/2srL4DYBekshpbprS6H0mO
9,"Raspão (feat. Simone & Simaria) - Ao Vivo","Henrique & Diego",1812581,https://open.spotify.com/track/6gquljDBW7rE6mCBzmTRxo
10,"Fazer Falta","Mc Livinho",1765281,https://open.spotify.com/track/6pSYjx66rlqRmGGTHhnjCo
11,"Big Jet Plane",Alok,1714603,https://open.spotify.com/track/1xd3OqTbx17HutN7RfJOTj
12,"Corpo Sensual (feat. Mateus Carrilho)","Pabllo Vittar",1689543,https://open.spotify.com/track/4kkQGhScJDzNIIGavQE9SN
13,"Ar-Condicionado No 15 - Ao Vivo","Wesley Safadão",1645551,https://open.spotify.com/track/5ac0YTpOaDX9wEYYyGCglL
14,Wolves,"Selena Gomez",1610752,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
15,rockstar,"Post Malone",1602677,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
16,Encaixa,"MC Kevinho",1571445,https://open.spotify.com/track/7yYOMPwpV5CsK0cxoAZT6B
17,"Is That for Me",Alesso,1563642,https://open.spotify.com/track/2KwojFDebQV4J2b0JMRR5Q
18,"Échame La Culpa","Luis Fonsi",1553742,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
19,"Regime Fechado - Ao Vivo","Simone & Simaria",1495995,https://open.spotify.com/track/6UZJOc2HBrTp9DYfir9N8n
20,Contrato,"Jorge & Mateus",1476042,https://open.spotify.com/track/12lOxvml5EBvSCzQll7xVS
21,"Sua cara (feat. Anitta & Pabllo Vittar)","Major Lazer",1463000,https://open.spotify.com/track/3ibRxEv4KkcU9e259eyNJA
22,"Pesadão (Participação especial Marcelo Falcão)",IZA,1380967,https://open.spotify.com/track/1BkyiAw1L0BOHYckwpRX4V
23,"Vidinha de Balada - Ao Vivo","Henrique & Juliano",1380455,https://open.spotify.com/track/2g2ZjM1GjY9Lf2Ff0L94Ul
24,"Ritmo Mexicano","Mc Gw",1314860,https://open.spotify.com/track/6ZR7rT7vfwtY0EqyLeyAaO
25,"Cara Bacana","MC G15",1304859,https://open.spotify.com/track/4BjPsq3MXBNo4Qxg40igEr
26,Abusadamente,"MC Gustta",1303284,https://open.spotify.com/track/7vgNGxchhqDQWjKjLPTPro
27,"Cê Acredita - Ao Vivo","João Neto & Frederico",1250779,https://open.spotify.com/track/5JZlDZzWPbrYwMHmnOQO3U
28,"Amante Não Tem Lar - Ao Vivo","Marília Mendonça",1222790,https://open.spotify.com/track/6P8v1a8jyfwG5kc7Si1kUp
29,"Shape of You","Ed Sheeran",1210693,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
